RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,FG,e_FG,Gmag,FBP,e_FBP,BPmag,FRP,e_FRP,RPmag,BP-RP,RV,e_RV,Vbroad,GRVSmag,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,And,Teff,logg,[Fe/H],Dist,A0,HIP,PS1,SDSS13,SKYM2,TYC2,URAT1,AllWISE,APASS9,GSC23,RAVE5,2MASS,RAVE6,RAJ2000,DEJ2000
45.46445059877,0.77250397943,65558381342976,0.461,0.4563,1.9682,0.5685,19.437,13.277,0.744,-14.195,0.635,0.972,152.85779,0.95132,20.226648,32.88,5.58,21.546228,199.41,7.9961,18.998543,2.547686,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108920454644357472,1237666301627204096,,,,J030151.47+004621.1,,NC1S006728,,,,45.46439158286,0.77256707028
45.45494860075,0.77085132178,65558381137152,0.1431,0.1441,0.187,0.1764,6.079,-1.827,0.2,-5.798,0.184,1.031,719.15786,1.4147,18.545307,243.46,7.4812,19.372494,692.83,11.075,17.64633,1.726164,,,,,0,0,0,0,0,0,0,0,1,0,0,3838.2,4.8662,-0.7706,838.491,0.0301,,108920454549355472,1237666301627203840,,,URAT1-454007009,J030149.18+004614.9,,NC1S001849,,03014917+0046158,,45.45495672172,0.77087709133
45.45271489376,0.78861115097,65631396062976,0.0729,0.0708,0.7468,0.0899,4.595,3.559,0.094,-2.907,0.088,1.012,2158.4192,2.1809,17.352028,853.5,8.843,18.010536,1827.0,9.9327,16.593527,1.417009,,,,,0,0,0,1,0,0,0,0,1,1,0,4397.0,4.5542,0.0385,1309.0514,0.0164,,108940454526946784,1237666301627203840,76104584,,URAT1-454007008,J030148.65+004719.1,1184,NC1S001900,,03014864+0047189,,45.45269907605,0.78862406996
45.43254638459,0.78493437264,65734475278336,0.0891,0.0926,1.2983,0.1063,12.175,3.176,0.124,-11.753,0.122,1.005,1512.89322,1.8126,17.737846,455.48,10.153,18.692371,1537.1,12.32,16.781155,1.911217,,,,,0,0,0,0,0,0,0,0,1,1,0,3607.5,4.2103,-0.971,859.2532,0.1366,,108940454325112400,1237666301627203840,76103686,,URAT1-454007003,J030143.79+004705.9,,NC1S001887,,03014380+0047059,,45.43253226963,0.78498660882
45.42407908104,0.77965039061,65730180794624,0.9072,0.934,0.7386,1.1319,2.048,1.19,1.733,-1.667,1.628,0.928,102.2174,1.2376,20.663555,87.752,19.002,20.480404,84.076,12.801,19.93622,0.544184,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,108930454240646048,1237666301627203840,76103685,,,,,,,,,45.42407379049,0.77965779827
45.41555716271,0.79223491134,65798899312128,8.2808,6.5793,,,,,,,,,39.78442,1.0356,21.688084,103.64,18.325,20.29971,245.33,13.403,18.773512,1.526197,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108950454155171136,1237666301627203840,76103681,,,J030139.73+004731.9,,NC1S001913,,,,45.41555716271,0.79223491134
45.26353313169,0.69070866031,66073777180928,0.1473,0.1395,0.4505,0.1719,3.755,-1.595,0.195,-3.4,0.195,0.99,751.72291,1.4605,18.497223,343.05,8.4381,19.000137,578.11,8.9565,17.842865,1.157272,,,,,0,0,0,0,0,0,0,0,1,0,0,4619.5,4.7994,-1.1166,1681.6696,0.0052,,108820452635109344,1237678617437667328,76103559,,,J030103.24+004126.4,,NC1S001594,,03010325+0041268,,45.26354021922,0.69072377212
45.25997342196,0.70287149317,66073777185024,0.2605,0.2197,1.023,0.2809,7.88,5.757,0.343,-5.38,0.301,1.006,429.6977,1.4645,19.10446,127.02,7.8336,20.07889,452.71,9.3861,18.108345,1.970545,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108840452599444000,1237678617437667584,76103560,,,J030102.40+004210.1,,NC1S001626,,03010238+0042102,,45.25994783373,0.70289540589
45.29121680956,0.69883823468,66108137134720,0.2969,0.2737,2.4521,0.3424,4.175,-3.948,0.386,-1.358,0.386,1.03,316.79901,1.3399,19.435408,80.351,11.694,20.576067,389.82,21.118,18.270744,2.305323,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108830452911909072,1237678617437667584,76103576,,,J030109.90+004155.7,,NC1S006542,,03010988+0041557,,45.2912343561,0.69884426943
45.27890959084,0.70016819518,66108136922368,0.2794,0.2566,0.597,0.3244,4.959,-1.093,0.363,-4.837,0.328,1.175,381.07238,1.4367,19.234848,129.78,9.1474,20.055561,355.02,11.321,18.372276,1.683285,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108840452788870688,1237678617437667584,76103562,,,J030106.94+004200.7,,NC1S001618,,,,45.27891444691,0.70018969185
45.28287757783,0.70490070096,66108136924416,0.245,0.2268,0.4403,0.2737,2.787,-2.642,0.341,-0.887,0.324,1.018,383.45037,1.2498,19.228094,116.01,6.2647,20.177277,381.26,8.1422,18.294838,1.882439,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108840452828576368,1237678617437667584,76103575,,,J030107.89+004217.3,,NC1S001634,,,,45.28288932184,0.70490464306
45.30340718783,0.7118724601,66142496665728,1.3596,1.298,,,,,,,,,86.59382,1.3798,20.843649,43.346,19.004,21.246168,60.42,12.84,20.29494,0.951227,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108850453033914720,1237678617437667584,,,,,,NC1S001657,,,,45.30340718783,0.7118724601
45.24003216724,0.69662864224,66245575874560,1.4348,1.354,0.459,1.5557,5.226,1.525,2.063,-4.999,2.027,1.572,102.84941,1.5909,20.656862,104.6,10.576,20.28972,354.76,16.31,18.373055,1.916666,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,108830452400216432,1237678617437667584,76103558,,,J030057.60+004147.8,,NC1S001608,,03005761+0041480,,45.2400253886,0.69665085987
45.28315923524,0.72863893523,66417374578816,0.5008,0.443,-0.4528,0.5366,6.185,4.551,0.696,-4.188,0.648,1.054,169.47914,1.0143,20.114576,85.571,9.6544,20.50772,114.83,10.484,19.5978,0.909922,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108870452831314848,1237678617437667584,76103606,,,,,NC1S001705,,,,45.283139008,0.72865754893
45.25478460886,0.72695692645,66451734525952,0.5575,0.4675,0.0652,0.5802,9.516,3.345,0.78,-8.909,0.699,1.061,150.01749,1.1295,20.247011,35.754,6.3448,21.45522,207.72,12.803,18.954206,2.501013,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108870452547602816,1237678617437667840,76103587,,,J030101.15+004337.0,,NC1S006602,,,,45.25476974153,0.72699652051
45.25612031393,0.73161529722,66451734318592,0.1223,0.1084,0.9068,0.1325,9.574,3.733,0.158,-8.816,0.143,1.023,965.72728,1.6356,18.225231,271.54,9.5347,19.25395,992.56,12.389,17.256,1.99795,,,,,0,0,0,0,0,0,0,0,1,1,0,3556.9,4.4288,-1.0477,672.7441,0.1339,,108870452560868432,1237678617437667584,76103588,,,J030101.46+004353.9,,NC1S001717,,03010146+0043541,,45.25610372278,0.73165447993
45.30910706219,0.71385617599,66520453788160,0.3036,0.2948,0.3976,0.3487,10.543,8.584,0.426,-6.122,0.421,1.034,284.16186,1.1555,19.553452,72.135,8.1314,20.693174,272.56,8.5889,18.659256,2.033918,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108850453090617088,1237678617437667584,76103578,,,,,NC1S001660,,,,45.30906890986,0.71388338273
45.30820849764,0.71498078238,66524749266560,0.296,0.2858,0.3735,0.3409,2.924,-0.099,0.4,-2.923,0.396,1.02,281.63459,1.1942,19.563152,131.64,7.3233,20.0401,172.89,10.117,19.1535,0.886601,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108850453081678448,1237678617437667584,76103579,,,J030113.82+004254.3,,NC1S001665,,,,45.30820893739,0.71499377156
45.30961959073,0.72364308688,66520454001408,0.7953,0.7231,0.3076,0.8623,2.877,0.542,1.18,-2.825,1.146,1.078,120.24007,1.0612,20.487244,48.145,7.3214,21.132172,106.89,9.6649,19.675558,1.456614,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108860453095778848,1237678617437667840,76103610,,,,,NC1S006592,,,,45.30961717962,0.72365564238
45.31479784637,0.72716684605,66554814463616,1.3548,1.339,2.3214,1.6202,7.416,4.612,1.795,-5.808,2.044,1.262,87.30303,1.1513,20.834793,32.928,9.7639,21.544632,100.95,8.1946,19.737656,1.806976,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108870453147733104,1237678617437667840,,,,,,,,,,45.31477734891,0.7271926589
45.30505296767,0.73609345102,66627828480768,0.0184,0.0168,0.5003,0.0207,3.674,3.31,0.023,1.594,0.023,1.349,1178767.12712,274.23,10.508797,473170.0,443.49,11.150994,1.0057e+06,479.49,9.741704,1.40929,41.61,1.32,9.9072,9.439985,0,0,2,1,1,0,0,0,0,1,0,,,,,,,,1237678617437667328,76103609,,URAT1-454006983,J030113.21+004409.9,1185,NC1S000397,,03011320+0044101,,45.30503825608,0.73608636499
45.32714199452,0.73387936948,66657892958208,0.4011,0.383,1.503,0.4761,12.393,7.988,0.583,9.476,0.527,0.979,203.94383,0.99593,19.913591,45.287,8.1684,21.198616,267.7,13.382,18.678762,2.519854,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108880453270911120,1237678617437667840,76103612,,,J030118.47+004401.9,,NC1S006618,,,,45.32710649143,0.73383725574
45.34086469202,0.7417147563,66692252490624,0.0771,0.0794,0.4723,0.0948,3.433,3.338,0.101,0.802,0.098,1.048,2021.45694,1.9892,17.423206,951.2,8.2547,17.892866,1513.5,9.5683,16.79794,1.094927,,,,,0,0,0,1,0,0,0,0,1,1,0,4866.4,4.7614,-1.0932,1268.8325,0.0133,,108890453408170528,1237678617437667328,76103655,,URAT1-454006987,,1186,NC1S001744,,03012178+0044303,,45.34084985461,0.74171118993
45.34194085917,0.74349190088,66692252491776,0.105,0.1093,0.4777,0.131,20.914,1.722,0.138,-20.843,0.133,0.946,1221.66776,1.7961,17.969984,579.33,9.1129,18.431227,935.88,14.331,17.319845,1.111382,,,,,0,0,0,0,0,0,0,0,1,1,0,4814.9,4.8907,-2.5587,1240.4242,0.0181,,108890453418982688,1237678617437667328,76103656,,URAT1-454006988,,,NC1S001753,,03012206+0044370,,45.34193320429,0.74358453806
45.32823185491,0.74701665816,66726612440320,0.4693,0.4468,-0.2041,0.5618,1.238,-0.063,0.675,-1.237,0.592,1.078,165.22998,0.90999,20.142145,74.333,12.804,20.660582,169.44,11.179,19.175352,1.485229,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108890453281676896,1237678617437667840,,,,J030118.78+004449.0,,NC1S006662,,,,45.32823213275,0.74702215523
45.32563261472,0.75389941418,66760971972992,0.3804,0.3739,-0.6478,0.4473,2.041,-0.796,0.545,-1.879,0.507,1.024,197.17059,1.1029,19.950262,93.468,10.963,20.41188,133.19,9.7449,19.436724,0.975157,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108900453256055168,1237678617437667584,76103614,,,J030118.11+004513.2,,NC1S001789,,,,45.32563615352,0.75390776448
45.29849211444,0.74413079815,66829692362368,0.8387,0.6713,0.6358,0.7918,8.36,7.657,1.256,-3.357,0.983,0.915,105.65288,1.0441,20.627663,45.082,8.1798,21.203537,129.55,8.3742,19.466785,1.736752,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108890452984623488,1237678617437667840,,,,,,,,,,45.29845808206,0.74414571864
45.29073543333,0.74809937481,66833986879232,0.2187,0.1973,0.875,0.2434,72.831,25.553,0.296,-68.201,0.267,1.033,436.23976,1.3841,19.088055,126.88,9.185,20.080086,446.88,11.382,18.122429,1.957657,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108890452906658320,1237678617437667584,76103608,,,,,NC1S001764,,,,45.29062185455,0.74840249218
45.28593827708,0.76440702681,67001490145536,0.6442,0.5682,1.1074,0.7149,1.91,0.435,0.898,-1.86,0.88,1.021,119.13531,1.0276,20.497265,59.723,8.4937,20.898195,86.258,7.3594,19.908398,0.989798,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108910452859007792,1237678617437667584,76103615,,,,,NC1S001822,,,,45.28593634566,0.76441529507
45.32150205061,0.76804891342,66971426056960,4.9869,6.6277,,,,,,,,,66.00433,1.3001,21.138435,95.978,15.514,20.383118,279.29,9.3938,18.632746,1.750372,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108920453214442128,1237678617437667584,76103619,,,J030117.16+004605.0,,NC1S001845,,,,45.32150205061,0.76804891342
45.25050416478,0.73958728021,67246303740672,0.0119,0.0101,2.409,0.0125,93.326,55.859,0.015,-74.763,0.013,1.063,103775.82677,19.267,13.147126,55389.0,31.482,13.479984,69718.0,40.62,12.639534,0.84045,134.19,2.9,,12.450269,0,0,0,1,1,0,0,0,1,1,0,5962.7,4.4425,-0.8996,398.4834,0.2848,,108880452503898112,1237678617437667328,76103586,,URAT1-454006974,J030100.09+004422.9,1187,NC1S000396,,03010007+0044238,,45.25025588065,0.73991956295
45.20630819852,0.73808252067,67349382956288,0.0461,0.042,0.371,0.0522,23.872,6.664,0.056,-22.923,0.05,0.989,5057.13916,3.1989,16.427605,2848.4,14.677,16.702034,3200.1,10.217,15.984982,0.717052,,,,,0,0,0,1,0,0,0,0,1,1,0,5929.5,4.5802,-2.2194,1638.2557,0.0075,,108880452062786224,1237678617437601792,76103380,,URAT1-454006968,J030049.50+004417.1,1194,NC1S001737,,03004951+0044175,,45.2062785788,0.73818440108
45.20460459964,0.75175337377,67379450266368,0.2772,0.2654,1.2741,0.3147,19.57,19.456,0.341,2.107,0.317,0.985,330.06507,1.3874,19.390867,86.328,8.9407,20.498165,403.21,10.234,18.234056,2.264109,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108900452045632576,1237678617437602048,,,,,,,,,,45.20451812179,0.75174401079
45.18892310098,0.7489389807,67413807865600,0.4927,0.4807,-0.2834,0.5526,4.814,4.372,0.613,-2.015,0.583,1.053,177.31175,1.205,20.065523,92.468,13.188,20.423565,176.11,8.4924,19.133436,1.290129,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108890451887039152,1237678617437602048,,,,,,,,,,45.18890366696,0.74894793486
45.18974656611,0.7491802068,67418102492928,5.4574,5.7318,,,,,,,,,58.32176,1.6781,21.27279,126.16,22.885,20.086222,287.06,23.822,18.602947,1.483275,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108890451898009520,1237678617437602048,,,,J030045.51+004456.9,,NC1S001771,,,,45.18974656611,0.7491802068
45.23241212654,0.76525587508,67521181646848,0.0794,0.0718,0.7032,0.0875,19.363,5.853,0.099,-18.457,0.088,2.036,5771.48234,6.9287,16.28415,2849.4,14.625,16.70167,4401.1,15.451,15.638985,1.062685,,,,,0,0,0,0,0,0,0,0,1,1,0,4999.9,4.7638,-1.2652,758.5208,0.0958,,108910452323678816,1237678617437601792,76103594,,URAT1-454006972,J030055.77+004554.9,1197,NC1S001833,,03005578+0045553,,45.23238611082,0.7653379048
45.22416936679,0.76520594018,67516886427904,0.7847,0.6983,0.8731,0.7576,25.735,21.256,1.101,-14.507,0.861,1.068,127.58355,0.93841,20.42288,62.007,14.675,20.857437,116.2,10.815,19.58491,1.272528,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108910452241008720,1237678617437602304,76103386,,,J030053.73+004555.5,,NC1S006710,,,,45.22407488589,0.76527041539
45.21570339207,0.76444008202,67551245959552,0.2013,0.1848,0.6622,0.2285,1.155,0.038,0.262,-1.154,0.218,0.926,544.31168,1.4349,18.847748,198.46,9.9965,19.59435,504.48,13.609,17.990791,1.60356,,,,,0,0,0,0,0,0,0,0,1,0,0,3997.0,4.9456,-1.627,747.1172,0.0078,,108910452156787808,1237678617437602048,76103385,,,J030051.76+004552.1,,NC1S001823,,03005173+0045521,,45.21570322366,0.76444521127
45.22196788156,0.77894966349,67585605702784,0.0832,0.0792,0.6766,0.0951,6.717,6.268,0.107,2.416,0.095,0.98,1768.70217,2.2029,17.56823,801.21,12.102,18.079174,1370.8,16.651,16.905478,1.173696,,,,,0,0,0,1,0,0,0,0,1,1,0,4684.1,4.7299,-0.8295,1279.8102,0.0078,,108930452219295216,1237678617437602048,76103388,,URAT1-454006970,,,NC1S001870,,03005326+0046444,,45.22194002085,0.77893892696
45.27326410452,0.7559791259,67624260861824,2.6483,1.8107,,,,,,,,,228.60109,3.6162,19.78967,1536.4,29.255,17.372314,3749.4,19.734,15.812978,1.559337,,,,,0,1,0,0,0,0,0,0,0,0,0,,,,,,,108900452732217664,1237678617437667328,,,URAT1-454006977,J030105.58+004521.5,1201,NC1S000394,,03010557+0045217,,45.27326410452,0.7559791259
45.25553377192,0.75655563942,67624260182272,0.3613,0.3305,0.6886,0.3933,26.14,22.99,0.501,-12.441,0.465,0.943,231.95779,1.0758,19.773844,96.55,6.4313,20.376665,221.41,11.203,18.884882,1.491783,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108900452554778368,1237678617437667584,76103599,,,J030101.31+004523.8,,NC1S006685,,,,45.25543158692,0.75661093093
45.27068732066,0.76634474871,67654326057472,0.9258,0.8523,0.6163,0.9434,14.495,0.481,1.179,-14.487,1.272,0.928,110.19447,1.6286,20.581966,16.912,0.70916,22.268084,140.31,17.994,19.380201,2.887882,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108920452706410128,1237678617437667840,76103602,,,J030104.97+004559.1,,,,,,45.27068518159,0.76640913393
45.25595554486,0.76483132815,67688685119616,0.5205,0.4676,0.8666,0.575,4.865,4.864,0.724,0.034,0.647,1.04,159.06047,0.964,20.183462,55.072,7.2229,20.986217,164.31,10.055,19.208754,1.777464,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108910452558958288,1237678617437667840,76103600,,,J030101.39+004553.9,,NC1S006709,,,,45.25593392338,0.76483117508
45.24645044396,0.76664168304,67692980071936,44.4709,81.5516,,,,,,,,,62.66789,1.5008,21.194754,87.992,1.4424,20.477434,40.928,16.633,20.717855,-0.240421,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108920452464420448,1237678617437667584,,,,,,NC1S006715,,,,45.24645044396,0.76664168304
45.29944761244,0.7786423589,67791764338176,0.576,0.5543,0.0068,0.6486,4.593,-0.052,0.957,-4.593,1.111,0.949,139.19755,1.0681,20.328287,53.09,7.4315,21.026003,133.1,11.709,19.437487,1.588516,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108930452994464848,1237678617437667840,76103617,,,J030111.89+004643.3,,NC1S006739,,,,45.29944784479,0.77866277283
45.30335198689,0.78250314158,67791764338816,0.5058,0.439,2.338,0.5617,3.693,0.88,0.746,-3.587,0.639,0.993,149.75962,0.96934,20.24888,44.802,10.423,21.210306,162.08,9.7133,19.223577,1.986729,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108930453032929488,1237678617437667840,76103618,,,J030112.80+004656.7,,NC1S006747,,,,45.30334807643,0.7825190841
45.26151000196,0.78571294688,68032283172992,1.6818,1.1966,-1.6937,1.533,7.845,6.832,2.304,-3.855,2.044,1.199,87.38617,1.4822,20.83376,64.257,15.422,20.818733,115.73,14.998,19.589247,1.229486,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108940452614123360,1237678617437667840,76103604,,,J030102.73+004708.8,,,,,,45.26147963429,0.78573008122
45.35078913132,0.75516297588,68174016093696,1.0102,0.8877,,,,,,,,,6191.72526,17.562,16.207838,1991.1,13.851,17.090792,14236.0,47.827,14.364444,2.726348,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108900453507426640,1237678617437667328,76103657,,URAT1-454006990,J030124.18+004518.5,1206,NC1S001796,,03012420+0045188,,45.35078913132,0.75516297588
45.35073302507,0.75503286623,68174016706048,1.249,0.6774,,,,,,,,,5113.67094,38.241,16.415535,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1206,NC1S001796,,03012420+0045188,,45.35073302507,0.75503286623
45.35411614866,0.77692897926,68272800674944,0.305,0.2919,1.6075,0.3594,10.831,10.429,0.452,2.923,0.398,1.127,298.83479,1.2931,19.498789,78.116,8.5259,20.606693,367.93,8.321,18.333467,2.273226,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108930453540472800,1237678617437667584,76103667,,,J030124.98+004637.2,,NC1S006736,,03012494+0046371,,45.35406979375,0.77691598931
45.33166858483,0.78029632747,68444599162624,0.1743,0.1626,0.5665,0.1979,14.186,13.756,0.244,-3.462,0.223,1.003,550.42693,1.3439,18.835617,281.87,9.5744,19.21341,369.17,10.42,18.329836,0.883574,,,,,0,0,0,0,0,0,0,0,1,0,0,5260.4,4.7748,-2.4391,2875.1665,0.0017,,108930453316016848,1237678617437667328,76103622,,,J030119.58+004648.9,,NC1S001876,,,,45.33160743934,0.78031171636
45.32909211698,0.79736434342,68547679292032,0.7381,0.7685,-1.1595,0.9261,15.25,3.27,1.377,-14.896,1.828,1.191,110.45638,0.97833,20.57939,42.33,7.0179,21.271912,137.73,9.5238,19.400356,1.871555,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108950453290327328,1237678617437667584,76103729,,,J030118.99+004750.5,,,,,,45.32907758434,0.79743054708
45.34763588978,0.79347710436,68582038120320,0.1117,0.1107,0.4678,0.1326,6.002,2.103,0.158,-5.621,0.149,0.983,998.5934,1.6261,18.188894,369.37,7.3931,18.919888,871.35,13.014,17.397411,1.522476,,,,,0,0,0,0,0,0,0,0,1,1,0,4172.4,4.7529,-0.493,1162.1536,0.0046,,108950453475682672,1237678617437667328,76103666,,URAT1-454006989,J030123.42+004736.4,,NC1S001917,,03012342+0047367,,45.34762654001,0.79350208857
45.39918510114,0.79509497183,68719477277312,0.5527,0.5558,0.9875,0.6884,21.431,19.826,0.895,-8.137,0.863,1.012,143.81396,0.97533,20.292864,54.247,7.281,21.002611,165.77,14.974,19.199127,1.803484,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108950453990974672,1237666301627204096,76103680,,,J030135.84+004742.0,,NC1S006774,,,,45.39909697741,0.79513113553
45.4061624527,0.80687301608,68753837018368,0.3175,0.3033,3.1266,0.3707,67.937,66.608,0.468,-13.372,0.412,1.129,288.41097,1.1214,19.537338,60.409,8.4896,20.885796,388.47,9.7262,18.27449,2.611305,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108960454060478736,1237666301627203840,,,,J030137.46+004824.8,,NC1S006802,,03013741+0048248,,45.40586638772,0.80693244781
45.38562747558,0.80598287356,68788196555520,31.0587,12.6328,,,,,,,,,85.88351,1.987,20.852592,43.509,6.6743,21.24209,75.619,15.601,20.051313,1.190777,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108960453855917664,1237666301627203840,,,,J030132.53+004822.0,,NC1S001961,,,,45.38562747558,0.80598287356
45.41553711974,0.81946615545,68929930946176,0.0806,0.0755,1.0968,0.0947,19.623,19.082,0.111,4.579,0.098,1.024,1845.15003,2.1157,17.522287,659.81,9.2971,18.28999,1707.2,10.944,16.667204,1.622786,,,,,0,0,0,1,0,0,0,0,1,1,0,4080.2,4.7606,-0.5388,729.7446,0.2087,,108980454154803824,1237666301627203840,76103799,,URAT1-455007517,J030139.72+004910.1,,NC1S002013,,03013970+0049099,,45.41545230435,0.8194458033
45.41826628803,0.83066907062,68959995257216,0.1643,0.1569,0.5525,0.1912,12.901,5.814,0.229,-11.516,0.208,0.994,585.83778,1.3218,18.767923,219.89,7.6218,19.483011,524.36,17.054,17.948818,1.534193,,,,,0,0,0,0,0,0,0,0,1,0,0,3900.2,4.5857,-2.0811,779.6969,0.0028,,108990454182287296,1237666301627203584,,,URAT1-455007518,J030140.39+004950.4,,NC1S002055,,03014040+0049500,,45.41824044642,0.83072025432
45.42147353455,0.83511549041,68964290684160,0.0127,0.012,1.7116,0.0147,12.873,11.787,0.016,-5.174,0.015,1.119,150237.36054,48.595,12.745422,80374.0,65.349,13.075748,100370.0,65.185,12.243902,0.831846,13.89,3.16,,12.027352,0,0,0,1,1,0,0,0,1,1,0,5753.9,4.1897,-0.378,575.2551,0.1232,,109000454214252608,1237666301627203584,76103801,,URAT1-455007520,J030141.14+005006.5,1208,NC1S000383,,03014113+0050064,,45.42142114299,0.83513848656
45.36934902413,0.80943574903,68998650425344,0.0418,0.0409,1.2458,0.0493,22.422,21.096,0.057,7.596,0.055,1.003,5344.58167,3.4939,16.367582,2209.3,14.49,16.977898,4483.4,21.418,15.618872,1.359026,,,,,0,0,0,1,0,0,0,0,1,1,0,4611.7,4.6356,-0.2889,733.6099,0.2924,,108970453692811824,1237678617437667328,76103781,,URAT1-455007499,J030128.63+004833.9,1222,NC1S001980,,03012861+0048340,,45.36925525587,0.80940198837
45.3836893191,0.82786328427,69028714929024,0.7472,0.7443,-0.0761,0.9509,7.338,4.061,1.396,-6.112,1.125,1.101,110.47673,0.99484,20.57919,53.351,11.001,21.020678,98.389,8.018,19.76553,1.255148,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108990453836103936,1237678617437667840,,,,,,NC1S006850,,,,45.38367126877,0.82789044698
45.36635526087,0.82544782947,69067369899904,0.0199,0.0191,0.7136,0.023,26.727,7.45,0.026,-25.667,0.025,1.069,26809.35142,6.7322,14.616652,13800.0,24.254,14.988869,18646.0,17.889,14.071411,0.917458,5.3,12.65,,13.833041,0,0,0,1,1,0,0,0,1,1,0,5460.5,4.1746,-0.7612,1184.2982,0.1276,,108990453661201168,1237678617437667328,76103783,,URAT1-455007498,J030127.92+004931.7,1219,NC1S000388,,03012790+0049322,,45.36632214792,0.82556190678
45.3809234369,0.83015688273,69097435134720,0.857,0.9414,2.4048,0.998,42.956,12.154,1.696,-41.2,1.859,0.897,101.69742,1.198,20.669092,40.806,8.7882,21.311745,148.11,9.0949,19.321438,1.990307,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108990453808686704,1237678617437668096,76103786,,,J030131.41+004948.8,,,,,,45.38086941251,0.83033999517
45.39319607349,0.83176363503,69136089376256,0.0203,0.0196,0.8954,0.024,6.349,0.831,0.027,6.294,0.025,0.996,22952.70828,7.9546,14.785282,11735.0,26.402,15.164869,16041.0,23.055,14.234841,0.930028,,,,,0,0,0,1,1,0,0,0,1,1,0,5718.1,4.3434,-0.2254,939.4578,0.3074,,108990453931518576,1237666301627203584,76103787,,URAT1-455007507,J030134.36+004954.3,1232,NC1S000385,,03013435+0049541,,45.39319238025,0.83173566162
45.38992222099,0.84170925499,69200513429504,0.0684,0.0674,1.5163,0.081,22.171,21.895,0.093,-3.483,0.088,1.015,2251.28449,2.3108,17.306292,678.78,8.8301,18.259222,2216.2,14.131,16.383883,1.875339,,,,,0,0,0,1,0,0,0,0,1,1,0,4342.7,4.581,0.3038,863.8656,0.9983,,109010453898560528,1237646587694612480,76103793,,URAT1-455007504,J030133.57+005030.2,,NC1S002096,,03013354+0050301,,45.38982489836,0.84172473685
45.37631425043,0.83843098041,69200513428608,0.0793,0.0783,0.069,0.0938,7.367,5.751,0.111,-4.604,0.104,0.975,1702.95285,1.9158,17.60936,815.36,10.545,18.060175,1276.7,15.721,16.982668,1.077507,,,,,0,0,0,1,0,0,0,0,1,1,0,5117.3,4.7823,-2.0789,1406.9841,0.1037,,109000453762706640,1237678617437667328,76103791,,URAT1-455007503,J030130.30+005018.4,,NC1S002088,,03013030+0050186,,45.37628868682,0.83845144313
